	Alv_Gen_Intermediate_Ctrl	Alv_Cap_Ctrl	Gen_Cap_Ctrl	Activated_Alv_Cap_Ctrl	Activated_Gen_Cap_Ctrl	Gen_Cap_LPS	Alv_Gen_Intermediate_LPS	Alv_Cap_LPS	Activated_Gen_Cap_LPS	Activated_Alv_Cap_LPS	Alv_Cap_Combo	Activated_Alv_Cap_Combo	Gen_Cap_Combo	Activated_Gen_Cap_Combo	Alv_Gen_Intermediate_Combo
BHLHE40	7.4125	7.316	7.5081	7.1464	8.1992	8.9556	9.129	8.7999	9.1997	9.0251	7.3671	6.9536	7.1334	7.7928	7.4291
ITPR1	1.7312	1.7882	2.7869	2.2432	3.0257	3.1488	2.6055	3.054	2.7496	2.252	2.1314	2.5472	2.816	3.2899	2.503
SUMF1	5.3675	5.2602	5.0707	4.9485	4.8863	5.2546	5.1019	5.1578	4.711	4.6703	5.046	5.0878	4.7551	5.1495	5.2786
SETMAR	2.262	3.1292	3.3926	3.7494	0	3.1923	2.8512	4.0464	2.9764	3.2901	2.9893	3.3768	2.963	3.1942	2.0936
LRRN1	1.1798	1.6166	1.5852	1.1666	0	1.0603	0.64627	0.93593	0.81833	1.1728	0.9183	0.38164	0.8117	0.70235	0.95138
CRBN	5.8723	5.8665	5.7552	5.9249	6.1787	6.0051	6.174	6.2281	5.5718	5.921	6.1267	6.295	5.9228	6.116	5.8685
TRNT1	4.1934	3.963	4.1046	3.6093	4.4874	4.1558	3.3279	3.8774	4.122	4.1134	3.8955	3.8096	4.2656	4.2621	4.4903
ENSMMUG00000009425	4.6219	4.0887	4.4857	3.8771	5.1985	3.5673	3.6856	2.4765	4.6683	4.0602	3.7881	3.9575	4.1909	4.2621	4.1544
CHL1	0.88257	0.92909	1.0706	1.8031	0	2.1788	0.64627	0.93593	1.101	2.7323	2.0716	1.7751	2.223	2.7321	0.55273
PDZRN3	1.0388	1.0238	1.1377	2.2432	0	1.394	0	1.4989	1.3373	1.1728	1.475	1.1449	0.8117	0	1.2634
PPP4R2	5.9234	5.8633	5.6442	6.1938	5.6726	5.8026	5.7122	5.7538	6.1774	6.5616	6.0857	5.9511	5.8437	5.9649	5.947
SHQ1	2.0579	2.1237	2.3788	2.8529	0	1.0603	1.7051	1.9028	1.3373	2.252	2.1889	2.4705	2.602	2.0482	2.0936
RYBP	5.3749	5.7222	4.4857	6.0922	3.9343	4.2819	4.8425	5.1204	4.2139	4.7054	5.2754	5.3242	4.3212	4.3085	4.8352
EIF4E3	0.7073	1.1963	0.67819	1.1666	0	0.34637	0.64627	1.4989	1.3373	0.70244	1.2773	1.8974	1.328	1.1727	1.2634
FOXP1	7.4651	6.6833	7.7111	6.8521	7.4886	7.2824	7.3454	6.728	6.2731	6.3996	7.4993	7.0457	8.0028	7.4592	7.9099
MITF	2.5998	2.2465	2.2329	2.58	3.0257	1.9945	2.6055	2.218	1.8765	1.527	2.2973	2.0102	2.0458	2.0482	1.2634
FRMD4B	6.2455	6.155	6.252	5.9542	6.757	5.7742	6.2185	6.1744	5.3332	6.0495	6.3882	6.6616	6.0784	6.129	6.3201
ENSMMUG00000046166	1.1798	1.1126	0.92615	1.1666	0	0.34637	0	0	0	0.70244	0.9183	1.7751	0.97898	0.70235	0.95138
UBA3	5.3377	5.2406	5.7391	5.478	4.8863	5.6156	5.401	5.544	5.1592	5.2242	5.2688	5.2109	5.454	5.4269	5.1705
TMF1	5.1534	5.5736	5.1419	5.769	4.8863	5.3246	5.1254	5.6527	5.1437	5.5089	5.5792	5.5647	5.6681	5.1495	5.2074
EOGT	4.7059	4.3847	5.1501	4.2038	4.4874	4.5052	4.5951	3.9644	3.9546	3.8875	4.2729	4.2834	4.7551	4.7395	4.1917
ENSMMUG00000011088	1.6365	1.1963	2.3508	1.1666	3.0257	2.9605	2.4649	2.8859	1.7181	1.8111	1.8756	2.1147	2.3807	1.1727	2.379
SUCLG2	5.0377	4.807	5.1047	4.8272	5.4549	5.2749	5.401	4.7803	4.3818	4.3973	4.7635	4.8957	5.1199	5.2716	4.6597
ENSMMUG00000048391	3.7261	3.4177	3.6556	4.2038	0	3.0099	2.1344	3.2045	3.5468	3.4642	3.7312	3.8404	3.421	3.8873	3.4335
LRIG1	1.6365	1.3504	2.5112	1.1666	0	2.4888	2.1344	1.9028	1.8765	2.0483	1.7284	2.4705	2.223	2.9816	1.7374
SLC25A26	4.8605	4.6452	4.315	4.5489	3.0257	4.4703	4.6929	4.7316	4.5082	3.8875	4.6556	4.5112	4.6223	4.6341	4.9266
MAGI1	5.4111	4.7178	5.6642	4.5489	5.6726	6.0471	5.6157	5.2298	5.4129	5.4271	5.1866	5.2226	5.8786	5.9356	5.547
ADAMTS9	4.2742	3.951	5.252	3.7494	6.0289	6.1221	5.3419	3.2045	7.8407	6.7667	2.7043	3.9575	4.7318	6.311	3.4335
PRICKLE2	5.5923	5.926	5.1213	5.6666	5.6726	4.1558	4.2964	4.5182	3.11	4.3537	5.0614	4.9391	4.7141	4.4805	4.9486
PSMD6	6.1023	6.1179	5.8608	6.3561	6.1787	6.0937	6.0441	6.0001	6.3289	6.2411	6.2667	6.1972	5.9203	6.0217	6.0523
ATXN7	4.7631	4.6226	5.0003	4.2981	0	4.8419	4.9253	5.2645	5.5248	5.4889	4.7057	5.4294	5.1726	5.3177	4.5199
THOC7	5.0377	4.7107	4.9024	4.8272	5.1985	4.1558	4.8706	4.124	4.579	3.7597	4.7252	4.3491	4.4831	4.4394	4.2982
C3orf14	2.9928	2.4648	2.7444	1.1666	0	2.0896	2.6055	1.4989	2.9764	2.4305	2.8538	3.2447	2.6274	2.8623	3.3698
PTPRG	8.3929	7.5685	8.9487	7.6361	8.3956	7.8233	7.5808	6.4702	7.3371	6.5424	6.5962	6.4022	7.7253	7.6011	7.1638
ENSMMUG00000031898	1.4262	0.92909	1.1377	0	0	1.7833	0.64627	0.93593	1.101	0.70244	0.7756	0	0.51762	1.1727	1.2634
FAM107A	2.4957	1.7882	2.561	2.8529	0	0.62547	2.4649	0.93593	2.7496	1.527	2.0092	2.0102	1.7998	1.1727	1.5198
ACOX2	2.8733	3.2319	3.4857	2.8529	0	3.0577	2.96	2.4765	1.8765	2.0483	3.4551	2.819	3.15	2.7321	3.2332
KCTD6	4.0167	4.0555	3.5732	3.454	3.9343	3.5339	3.7477	4.124	4.2721	3.4642	3.8428	3.9291	3.6113	3.4639	4.0362
PDHB	6.4191	6.256	6.075	6.3561	6.5526	6.2966	6.1164	6.0802	5.9469	5.9651	6.2054	6.3496	6.1415	5.8752	6.2061
PXK	5.3895	5.4036	5.6121	5.3518	3.9343	4.9344	5.0037	5.4264	4.2433	4.5207	5.046	5.175	5.0973	4.959	5.0537
HTD2	5.9775	5.8012	5.9661	5.895	5.8617	5.7598	5.8599	5.9584	5.8162	5.318	5.6828	5.8563	5.9583	5.8282	5.9579
ABHD6	2.4407	1.2754	3.6784	2.8529	0	4.5725	3.553	2.218	3.11	3.2901	1.0481	2.5472	4.5839	4.0599	3.5531
TMA7	5.8302	6.0854	5.9144	6.3116	6.5526	6.204	5.9417	5.9794	6.0992	5.8443	5.9175	5.8335	5.9881	5.9057	5.936
DNASE1L3	0.7073	0.47245	2.4857	0	0	1.9945	0	0	1.3373	1.1728	0.7756	0	1.928	1.5268	0.95138
FLNB	6.7764	5.929	7.4986	6.1691	7.3053	8.1332	7.7719	7.3774	7.731	7.279	6.897	7.5037	8.1416	8.0937	7.5669
SLMAP	6.2049	6.2535	5.9452	6.0922	5.8617	5.767	5.9549	6.156	6.0831	6.4209	6.3697	6.3762	5.9356	6.0077	6.1878
DENND6A	6.0203	6.2754	5.9428	6.5978	5.1985	5.767	5.968	6.3299	5.4512	6.0899	6.0474	6.0729	5.8865	5.8906	5.9027
ARF4	5.0002	5.2795	4.8077	5.2134	3.9343	4.6985	4.7241	5.3638	5.5948	5.5673	5.7319	5.4694	4.6349	5.2948	5.0126
PDE12	3.1031	2.9718	2.9638	2.8529	0	2.3421	2.8512	0.93593	3.2322	3.1945	2.8179	2.6201	2.5229	2.5891	2.0936
APPL1	2.8733	2.2067	2.2019	2.8529	0	1.7833	2.4649	2.6957	1.3373	1.527	2.4925	2.819	2.4393	2.4303	2.379
ARHGEF3	7.8471	7.7968	7.6959	7.9293	7.1687	8.3551	8.8255	8.6925	6.7885	7.5492	8.7746	8.3815	8.3625	8.0871	8.7231
FAM208A	5.8355	6.0436	6.1561	6.2888	5.1985	5.305	5.4577	5.7781	5.2342	5.2951	5.8744	6.0533	6.1612	5.9356	6.0523
CCDC66	6.2773	6.2264	6.5913	6.1938	6.3144	6.4206	6.3138	6.3134	6.3152	6.2531	6.4275	6.5541	6.423	6.288	6.5242
WNT5A	1.7312	1.3504	1.3221	0	0	0.34637	0	0	0	0	0.9183	0.93242	1.1289	0	0
ACTR8	5.3302	5.1438	5.198	5.5564	6.3144	5.1917	5.4202	5.3638	5.3468	5.5089	5.2214	4.8661	5.1812	5.2948	5.0937
DCP1A	5.4741	5.3498	5.3719	5.0055	5.8617	5.5079	5.7122	5.6787	5.5718	5.406	5.2952	5.3459	5.4433	5.6415	5.2958
TKT	6.3611	6.4085	6.3543	6.1938	6.5526	5.9364	5.8877	5.9154	5.5367	5.4889	6.2019	6.0794	6.0898	5.8282	5.9687
PRKCD	1.7312	2.3598	1.7227	1.8031	0	1.394	2.1344	1.4989	3.0447	2.7323	2.0092	1.6414	1.1289	1.1727	1.7374
RFT1	4.09	3.744	4.0621	3.9944	0	3.753	4.2964	3.3407	3.1724	3.6195	3.6312	3.5359	3.8567	4.1132	3.7157
SFMBT1	1.0388	1.4896	1.2632	2.2432	0	0.62547	1.4305	1.4989	1.101	1.527	0.43931	1.1449	1.0559	1.5268	0
ENSMMUG00000014526	2.262	2.6543	3.1541	3.0822	3.0257	4.1111	3.6856	1.9028	2.4803	1.527	3.5676	2.6201	4.0756	4.0046	3.5531
NEK4	4.2899	4.4628	4.3437	3.9944	4.4874	3.6937	3.8642	3.5798	3.2322	3.6195	3.6103	3.8404	4.0287	3.0918	3.6635
SPCS1	7.8432	8.1477	7.3177	8.1913	7.0952	6.761	6.6586	6.9033	6.7326	6.4829	7.2823	7.1292	6.7321	6.9012	7.1638
GLT8D1	5.8619	6.126	5.6671	5.8645	5.4549	5.2339	5.3011	5.4864	4.7524	4.7732	5.5899	5.6102	5.3624	5.1996	5.4731
GNL3	5.1362	5.1751	5.4728	5.0603	5.6726	5.1701	5.0037	4.9174	6.0502	5.6597	4.8009	4.8358	5.1064	5.5671	4.9915
PBRM1	7.7933	7.6403	7.9941	7.7066	6.757	7.5056	7.7607	7.5838	7.7567	7.6873	7.505	7.4989	7.878	7.8645	7.5633
SMIM4	1.4262	1.8923	1.8076	1.1666	0	2.1788	1.9357	1.9028	1.5402	1.527	1.5645	1.4941	1.8438	1.5268	2.2433
NT5DC2	4.1766	3.951	3.9638	3.9944	5.1985	3.0577	3.1557	2.8859	2.8292	3.0921	3.7694	3.3341	3.9503	3.2899	3.9945
STAB1	2.3836	2.1658	4.2253	3.0822	3.9343	4.4163	3.8071	0.93593	3.2896	3.0921	2.0716	2.3894	4.3747	3.8873	2.6172
NISCH	5.8461	6.1784	6.0643	5.8015	4.4874	5.5419	5.8458	6.2456	5.4129	5.5286	6.1808	5.7385	5.8838	5.3177	5.88
TNNC1	3.5811	3.4691	3.4985	1.8031	3.9343	1.394	1.7051	1.4989	0	1.1728	2.6643	2.0102	2.1547	1.5268	2.379
SEMA3G	2.1971	1.6761	2.6783	1.8031	0	1.7833	2.1344	2.4765	2.0191	1.8111	2.6643	2.2122	2.4393	2.5891	1.7374
PHF7	3.0305	3.4002	3.6896	3.7494	0	3.6319	3.4069	3.5798	2.9047	2.9818	3.5676	3.1979	3.649	3.4639	4.116
BAP1	2.1292	2.5307	2.3508	3.2801	3.0257	2.2627	1.7051	0.93593	2.2681	1.8111	2.4925	2.5472	2.2882	1.1727	2.503
WDR82	4.2584	4.3847	4.1213	3.9944	3.0257	3.3154	3.8071	3.5798	3.724	3.4642	4.2325	4.3914	4.1738	4.2141	4.4291
PPM1M	1.3082	1.7333	1.2632	1.1666	0	1.7833	0	1.9028	0.81833	0.70244	1.5645	0.93242	1.5569	0	0.55273
TWF2	6.6457	6.4085	6.1762	5.8015	6.5526	6.5135	6.2402	6.2967	6.2731	5.9795	6.2899	6.4379	6.3313	6.4623	6.4567
ALAS1	5.0284	4.891	5.0664	4.6237	5.4549	6.3976	6.4032	6.936	7.8383	8.1006	5.2487	5.8861	5.3924	6.1673	5.2074
POC1A	2.7878	2.2465	2.9263	3.0822	3.9343	2.1788	1.4305	2.4765	2.149	1.8111	2.3486	2.3036	2.3807	2.7321	1.9264
DUSP7	1.0388	1.1963	1.1377	1.1666	0	1.0603	1.4305	1.9028	0	0	1.3795	0.93242	1.1983	1.8109	0
ENSMMUG00000003646	5.8248	5.9563	5.731	5.8015	5.6726	5.7084	6.0807	5.7292	4.9255	5.3405	6.024	5.9929	5.8274	5.4684	6.0624
PCBP4	5.9629	5.7328	5.9216	5.5178	5.6726	5.344	5.599	5.0426	4.9789	5.3405	5.6677	5.4595	5.8437	4.9296	5.8452
PARP3	3.7713	3.7159	3.973	3.6093	4.4874	5.2235	5.401	5.1942	4.8319	5.1497	5.1795	5.5831	4.9789	5.5861	5.3464
RRP9	2.324	2.5938	3.2019	2.2432	3.0257	4.0883	2.8512	4.124	4.3818	4.2623	3.3582	3.6093	3.7334	3.8873	2.9138
TEX264	5.1362	5.308	4.6671	5.1642	4.8863	5.0804	5.0037	5.2983	4.7727	5.1998	5.3591	5.3986	4.9388	4.8996	5.1705
RAD54L2	2.6968	2.1658	2.0359	1.1666	3.9343	1.5358	1.4305	0.93593	0.81833	1.527	1.2773	2.5472	1.8438	2.7321	2.503
DCAF1	3.8367	3.6728	3.9358	3.2801	3.0257	3.5339	3.6209	3.7849	3.7651	3.825	3.8248	4.1907	3.7566	4.3085	3.4945
ENSMMUG00000040554	3.7713	3.6432	3.8281	4.2038	3.0257	3.2755	2.4649	2.6957	3.4494	3.6913	3.4551	3.8404	3.4064	3.8873	3.2332
MANF	7.5291	7.3677	7.0037	7.1337	7.0952	7.546	7.1753	7.5206	8.3411	7.6696	7.6437	7.7366	7.6081	8.1265	7.5309
DOCK3	0.88257	1.8412	0.58507	1.8031	0	0.85923	0.64627	0	0.81833	0.70244	1.475	1.4941	0.62245	0.70235	0.55273
MAPKAPK3	3.0673	3.0413	2.9263	2.58	0	3.104	2.96	3.8774	2.7496	3.4642	3.4074	3.7129	2.963	2.9816	3.0005
CISH	3.5027	3.271	3.5239	1.8031	3.9343	5.4553	5.968	5.871	5.5128	5.8908	4.3505	4.9103	4.0476	4.2621	3.6094
HEMK1	3.8367	3.8894	4.4333	4.2981	3.0257	4.0651	4.3771	4.6288	4.0574	3.9474	3.8782	4.0917	4.0476	3.5437	3.6635
C3orf18	1.8201	1.9416	2.1702	1.8031	0	1.2368	0.64627	1.9028	0.81833	1.1728	1.3795	0.68316	0.89777	0.70235	0.95138
CACNA2D2	2.9541	3.1917	1.3787	2.58	0	2.8562	4.2109	4.124	0	0.70244	0.61723	0	0.14782	0.70235	0
ENSMMUG00000007019	1.1798	1.1963	1.0002	1.8031	0	1.2368	1.4305	0.93593	1.101	0	1.3795	1.6414	0.97898	1.5268	0.95138
NPRL2	4.3206	4.3758	4.1296	4.2038	3.9343	4.4703	3.8642	4.9604	4.328	4.2623	4.4827	4.2378	3.99	4.1646	3.9945
ZMYND10	1.0388	0.92909	1.2018	1.8031	0	1.0603	1.091	0	1.101	0	1.2773	0.68316	0.62245	0	0
RASSF1	6.9708	7.0326	6.1822	6.9714	6.6584	6.9051	7.3702	7.3774	7.2311	7.1319	6.9373	6.7696	6.0807	6.3336	6.6299
HYAL2	8.4506	8.3695	8.437	8.2749	8.9271	7.7795	7.555	7.6897	7.9019	7.3583	8.1269	8.0286	8.121	8.3838	8.1822
HYAL1	6.6994	7.4176	5.6355	7.4225	5.6726	4.8143	5.7879	6.6116	4.9962	5.9506	7.2404	6.8551	5.5468	5.4478	6.8503
HYAL3	3.2701	3.3278	3.0534	3.0822	3.9343	2.2627	2.96	0.93593	2.0191	2.5893	2.8889	2.0102	2.6524	2.9816	2.8215
NAT6	4.0353	4.42	3.9452	4.8891	0	3.8099	3.8071	3.686	2.5758	3.7597	4.2049	3.9575	3.5985	3.3795	4.0362
IFRD2	4.6342	4.8529	4.4663	4.2038	5.1985	4.4703	4.1662	4.9174	4.7524	4.8692	4.5825	4.7891	4.2817	4.8996	4.5199
SEMA3B	2.4957	3.7159	3.1541	4.1029	0	2.0896	0.64627	1.9028	1.7181	2.4305	2.8179	2.8796	2.6524	2.0482	2.0936
GNAI2	5.5079	5.3406	5.3579	5.7356	5.6726	4.8689	4.8982	5.5155	5.2047	5.0978	5.7511	5.8335	5.3045	5.4684	5.8335
SLC38A3	1.0388	1.3504	0.58507	1.8031	0	1.0603	2.3091	1.9028	0.81833	1.527	2.1314	0.68316	1.5569	1.1727	2.0936
SEMA3F	5.8878	6.0006	6.0534	6.1183	6.5526	6.2866	6.251	6.2456	7.0967	6.7667	5.4791	6.3867	5.6984	6.4927	5.6973
RBM5	6.9829	6.9701	7.2049	6.898	7.0952	7.1425	7.2468	7.236	7.1712	7.4543	6.9888	6.9143	7.1156	6.9386	7.0767
RBM6	5.5796	5.8145	5.8383	5.5941	5.1985	5.738	5.6807	5.8934	5.4761	5.5481	5.5792	5.6191	5.9228	5.6232	5.7102
MON1A	4.2742	4.2638	4.1862	4.3867	4.4874	3.7237	4.0231	3.7849	3.724	4.2144	4.3754	4.142	4.0664	4.1132	4.2636
MST1R	2.5487	3.3091	2.4597	1.8031	4.4874	2.5569	4.0724	3.9644	2.8292	3.825	3.383	3.6093	2.7482	2.8623	3.6094
UBA7	5.1788	5.3769	5.2746	5.769	3.9343	6.4744	6.6176	6.9888	6.0992	6.4209	6.4945	6.6088	6.4428	6.6809	6.3201
FAM212A	7.6702	7.9471	7.147	8.0081	7.2386	6.8553	7.0941	6.9888	5.3056	6.0631	7.797	7.7222	7.3116	7.2253	7.9321
IP6K1	5.8032	5.6901	5.558	5.8015	6.4384	5.6704	5.915	5.6787	5.4385	5.3845	5.8209	5.5083	5.7252	5.3842	5.9139
RNF123	3.8787	3.7301	3.9263	3.6093	3.9343	4.0883	3.8642	3.5798	3.3981	3.5439	3.9464	3.8096	3.8131	4.1132	3.3698
GMPPB	2.7878	2.6543	2.4857	2.2432	0	3.392	2.1344	3.4652	3.2896	3.8875	3.5236	3.7129	3.0407	3.5437	3.4335
APEH	3.4198	3.5187	3.8179	4.2981	3.9343	4.0415	3.8642	3.686	3.2322	3.3797	3.5891	3.5731	4.0382	3.8873	3.6635
DAG1	6.4749	6.364	6.4581	6.4412	6.3144	6.4567	7.0761	6.7649	6.3426	6.1549	6.5775	6.4972	6.7277	6.6542	6.8088
ENSMMUG00000031780	5.1448	5.1648	4.7711	4.7625	4.8863	4.7135	4.8982	4.1977	4.4337	5.0163	4.9328	5.2226	4.806	5.016	4.9266
AMT	5.4394	5.3724	5.5671	4.8272	5.1985	4.668	5.1254	5.0021	4.5558	4.8059	5.2075	4.4525	5.0836	4.2621	5.1705
RHOA	9.0601	9.019	8.7502	8.9735	8.6981	8.7681	8.9592	8.8607	8.8304	8.7567	8.7509	8.8429	8.6845	8.9408	8.8728
USP4	5.893	5.8079	5.7579	6.0922	4.8863	5.6857	5.6807	5.871	5.715	5.605	5.7367	5.8025	5.841	5.7631	5.8335
ENSMMUG00000022607	1.0388	1.7882	1.7658	1.8031	3.0257	1.9945	1.091	2.4765	1.8765	2.252	2.0092	1.3301	1.6088	1.8109	1.5198
KLHDC8B	4.2424	4.42	3.6442	3.9944	3.0257	3.2345	4.0724	4.2677	2.7496	3.825	4.539	4.3056	3.8567	3.0918	4.2636
CCDC71	2.743	2.9718	3.0182	3.2801	3.0257	2.7438	2.1344	3.054	2.7496	3.3797	3.0526	2.5472	3.0024	3.1942	3.4945
LAMB2	7.6806	7.8242	7.9753	7.6806	7.4886	7.5227	7.3801	7.3535	7.2529	7.3472	7.582	7.4892	7.7879	7.267	7.5309
USP19	5.047	5.0736	5.1047	5.1132	5.8617	4.6833	5.1486	5.0021	4.122	4.2623	4.8373	4.7572	4.9081	4.6341	4.6861
QARS	7.0139	6.8493	6.9673	6.5978	7.3053	7.0121	7.0332	6.4553	6.5389	5.9359	6.8621	6.4679	6.8021	6.8394	6.8792
QRICH1	5.315	5.308	5.2558	4.8891	5.1985	5.3148	5.5821	5.544	5.1897	5.448	5.3778	5.2226	5.2318	5.0976	5.1705
IMPDH2	5.3967	5.1854	5.3754	5.1642	4.8863	5.6156	5.7731	5.3954	5.5948	5.4686	5.6828	5.4889	5.5992	5.8122	6.0006
NDUFAF3	6.9013	7.1048	6.5239	7.1839	6.8493	6.7718	6.9433	7.3774	6.9707	7.0037	7.0713	7.123	6.5212	6.9533	7.0916
DALRD3	4.0538	4.3577	4.4131	4.1029	4.4874	4.9344	4.8706	3.5798	4.8511	4.3087	4.2325	4.5858	4.5444	4.3534	4.46
WDR6	1.5352	2.2853	2.4857	1.1666	3.0257	1.7833	1.091	0.93593	1.5402	1.527	2.4461	2.4705	2.083	1.8109	1.5198
P4HTM	3.4756	4.0667	3.5363	3.8771	0	3.0577	3.0612	4.124	3.0447	2.8625	4.104	3.6093	3.1674	3.0918	3.0005
ARIH2	6.1243	6.0716	5.9358	5.8334	4.8863	5.8976	6.1627	6.156	6.0992	6.1163	5.926	5.7708	5.9382	6.0355	5.8914
SLC25A20	2.8312	2.8735	2.9821	2.58	0	2.4173	2.4649	1.4989	2.2681	2.0483	2.4925	2.3036	2.5498	2.5891	2.379
PRKAR2A	4.4376	4.2541	4.1941	4.6947	4.4874	3.392	3.2444	4.4595	3.6381	3.825	4.0115	3.9575	3.6614	3.5437	3.9517
IP6K2	6.2049	6.2289	6.1921	6.2421	5.4549	5.7955	5.8739	5.9584	5.3332	5.6597	6.1231	5.9929	5.8164	5.5087	5.947
NCKIPSD	5.8032	6.4916	4.5239	6.2421	6.0289	4.241	5.078	5.4567	2.9764	3.6913	6.0396	5.6542	4.455	4.6341	5.6309
SLC26A6	1.4262	1.5545	2.0002	1.8031	0	1.6649	1.091	0	1.101	0.70244	1.8039	1.6414	1.6088	1.1727	1.7374
UQCRC1	6.9781	7.0298	6.8695	6.913	7.1687	7.2974	7.1697	7.1552	7.423	7.1319	6.9745	6.9143	6.9225	7.2253	7.1354
PFKFB4	2.3836	1.6761	3.4465	1.8031	0	5.6236	4.9519	3.5798	4.5082	3.5439	2.0716	2.8796	4.3672	3.5437	3.0005
ENSMMUG00000010062	2.8312	2.8479	2.3788	3.0822	3.0257	2.2627	1.7051	2.8859	2.5758	2.8625	2.9893	3.4977	2.7248	2.5891	2.723
TREX1	4.4235	4.6226	4.1622	4.2038	5.1985	4.772	4.8425	4.7803	4.3551	4.7732	5.0224	5.0221	4.5968	5.224	5.1517
ATRIP	3.0673	2.8735	2.7869	2.2432	0	2.4888	3.0612	2.6957	1.8765	1.527	2.5374	2.8796	2.9429	2.7321	2.6172
CCDC51	4.0538	3.9984	3.7764	3.454	3.9343	3.9175	2.8512	3.8774	3.11	3.6913	4.0273	3.9001	3.6614	3.6911	4.0362
PLXNB1	4.0353	3.5509	4.4857	3.0822	4.4874	3.8647	4.0231	3.054	3.6381	2.5893	3.5236	3.6792	4.2412	2.8623	3.8619
NME6	5.7812	5.4427	5.558	5.9249	6.1787	5.7084	5.968	5.8019	5.3868	5.5089	5.4675	5.7385	5.7074	5.6232	5.7102
ZNF589	2.1971	2.1658	2.3222	1.8031	3.0257	1.7833	0.64627	1.9028	1.5402	1.8111	2.5374	2.4705	2.1892	1.8109	2.723
CAMP	2.4407	1.8923	3.0182	1.1666	3.0257	4.5223	3.6209	4.5746	2.7496	3.6195	3.8955	3.6447	3.5985	3.2899	2.8215
CDC25A	2.0579	2.2465	2.7227	1.1666	3.0257	3.104	1.9357	2.6957	2.4803	2.0483	2.1889	2.2122	2.6769	2.2518	2.6172
MAP4	8.2453	8.3525	8.1203	8.2806	8.2676	7.9379	8.1243	8.2092	7.6647	7.991	8.3128	8.3723	8.1839	8.1774	8.3872
DHX30	5.672	5.4807	5.7869	5.8645	6.1787	5.7598	5.7277	5.6787	5.7965	5.7799	4.9985	5.5273	5.5667	5.2948	5.7854
SMARCC1	7.2279	6.9834	7.3526	6.898	8.0516	7.1145	6.9366	6.7889	7.0267	6.75	6.9705	6.9394	7.2617	7.1252	7.0717
C3orf75	3.7489	3.9143	4.0793	3.454	4.4874	3.4288	2.8512	3.2045	3.4989	2.5893	3.3582	3.3341	3.5856	3.5437	3.6635
SCAP	5.7074	5.6461	5.7764	5.9542	5.1985	5.3821	5.6486	5.7538	5.4258	5.5481	5.4733	5.8103	5.6403	5.5671	5.547
PTPN23	4.85	5.1596	5.2482	5.1132	5.6726	5.4007	5.4762	5.1942	5.2916	5.406	5.3466	5.3566	5.5468	5.5671	5.3952
KLHL18	3.9195	3.744	3.9452	3.6093	3.9343	3.8913	3.7477	3.4652	3.5468	3.6195	3.4074	3.6447	4.0095	3.6911	3.3698
KIF9	4.3358	4.3302	4.2633	4.5489	3.9343	4.341	3.8071	3.054	4.2139	3.825	4.0115	3.7781	4.2656	4.2141	4.3651
SETD2	7.1292	7.1021	7.4882	7.1337	6.936	6.7718	6.8755	6.7769	6.6307	6.9824	7.1475	7.1844	7.4884	7.0383	7.2897
NBEAL2	4.3508	4.3668	4.8332	3.454	4.8863	5.0453	4.9253	5.2645	4.5082	4.1134	4.5055	3.9291	4.9338	4.6341	4.3651
CCDC12	6.4577	6.311	6.2949	6.5019	6.6584	6.1664	6.251	6.2967	6.3289	6.3888	6.3789	6.4278	6.1677	6.0355	6.3285
PTH1R	2.3836	3.3278	3.1541	2.8529	3.0257	2.6219	1.9357	2.218	1.8765	3.1945	3.7694	3.4977	3.1145	2.4303	3.2332
TMIE	1.8201	2.2067	1.6325	2.58	0	0.85923	2.3091	2.4765	2.5758	3.1945	2.8538	2.6895	1.9684	0.70235	1.9264
ALS2CL	2.324	1.6761	1.7658	2.2432	0	0.62547	1.091	1.9028	0.46642	1.527	2.4461	2.6895	2.0458	1.1727	1.9264
LTF	5.8619	3.8119	6.0686	4.2038	6.3144	5.9555	6.0807	4.4595	4.8125	3.9474	4.773	4.6218	6.2701	5.5861	5.8914
CCRL2	1.4262	1.2754	2.3508	0	3.0257	2.1788	2.3091	2.6957	2.0191	2.252	1.8756	2.1147	2.9828	2.5891	2.8215
CCR5	2.1292	1.4217	2.0706	1.1666	0	1.8928	3.3279	2.4765	1.3373	1.1728	2.4925	2.9377	2.838	2.2518	3.3031
FYCO1	3.3319	3.5509	3.3649	3.6093	3.0257	2.4888	3.0612	2.8859	2.8292	3.0921	3.333	3.2447	3.15	3.5437	3.1597
LZTFL1	2.1971	1.7333	2.7658	2.58	0	1.7833	0.64627	0	1.8765	1.1728	1.8756	2.3036	2.083	0	2.0936
SLC6A20	1.1798	1.3504	0.84814	1.1666	0	1.8928	1.4305	1.9028	2.6653	2.4305	1.475	1.1449	1.328	0	1.2634
SACM1L	5.5344	5.4973	5.684	5.2134	5.6726	5.6156	5.3816	5.7292	5.3602	4.9592	5.3962	5.628	5.6434	5.7463	5.4424
LIMD1	1.6365	1.5545	1.8482	1.8031	0	2.4888	2.1344	2.218	1.3373	1.8111	1.7284	1.4941	1.8865	1.8109	2.6172
LARS2	2.9928	3.0859	3.6091	3.2801	3.0257	3.0577	3.1557	2.4765	2.2681	3.2901	2.9566	2.6895	3.4355	3.5437	3.4335
