	AT1_Progenitor_Ctrl	Differentiating_AT2_Ctrl	AT2_Progenitor_Ctrl	AT1_AT2_Ctrl	AT1_Ctrl	Differentiating_AT1_Ctrl	AT2_Ctrl	Differentiating_AT1_LPS	AT2_LPS	Differentiating_AT2_LPS	AT1_LPS	AT2_Progenitor_LPS	AT1_AT2_LPS	AT1_Progenitor_LPS	AT2_Combo	AT1_Combo	Differentiating_AT1_Combo	AT1_Progenitor_Combo	Differentiating_AT2_Combo	AT1_AT2_Combo	AT2_Progenitor_Combo
MUC20	3.2445	2.9927	2.6375	2.8813	3.0559	3.088	2.6415	2.3029	2.0759	1.3728	2.5283	1.6064	2.1176	0	3.0845	4.1218	4.1019	3.782	2.6289	3.7715	2.8144
TNK2	2.6056	3.8124	3.3152	3.1831	2.9768	3.7216	2.508	4.4147	1.847	2.8795	3.1811	3.3018	2.7361	3.3597	2.4235	3.0899	4.1518	3.1655	3.6923	2.933	2.4181
TFRC	5.194	6.3249	5.8128	6.3151	6.2592	6.0887	6.3197	6.5961	7.7613	7.5284	7.0319	6.8434	7.4816	5.063	7.0291	6.1231	5.7959	6.169	6.6995	6.6182	6.4417
SLC51A	0	0	1.3174	0.79477	0.28889	0.76842	0.35139	0	0	0.8439	0.45083	0.74987	0	0	1.2242	1.9685	1.2389	0	0.60269	1.2565	0
PCYT1A	4.7243	4.5077	4.059	4.9714	5.1442	4.6923	4.7508	4.835	4.9853	4.9265	5.3952	5.0755	5.1521	3.897	4.712	5.1056	4.7383	4.3876	4.3166	4.9077	4.0398
UBXN7	4.5262	4.5077	4.5474	4.1421	3.9249	4.2697	4.0871	3.6027	3.2718	3.1617	3.1216	3.3982	3.3012	3.3597	3.8442	4.0961	4.3573	4.0828	3.9317	3.7048	3.7344
RNF168	4.5262	3.6217	3.4195	3.7276	3.5951	3.8207	3.8317	3.2517	2.7944	3.6003	2.6172	3.0871	2.7977	3.897	3.4328	3.7951	3.727	3.782	3.4399	3.7715	3.3465
WDR53	4.2965	2.6369	3.3152	3.1032	3.7927	3.0476	2.8764	2.4829	3.0741	2.7146	2.8552	2.69	3.3431	0	3.5138	3.5527	3.0185	3.2883	2.745	3.6167	3.125
FBXO45	3.482	2.8257	2.4533	3.78	3.6724	2.7284	3.5887	2.4829	3.9516	3.8593	3.7121	2.5289	4.169	0	4.0208	4.109	2.4283	2.8832	3.1759	3.955	3.4457
NRROS	2.1346	1.4541	1.9944	1.1536	1.5827	1.7419	1.2503	2.4829	1.8958	3.0275	1.3029	0	2.211	3.3597	1.6082	1.2511	1.8356	2.8832	2.1278	0.94567	2.0489
CEP19	1.4306	1.852	1.6952	2.4353	2.1129	1.7419	2.9809	2.787	2.1976	2.7146	2.701	2.5289	2.9945	2.4938	2.19	2.6707	2.4283	3.1655	2.211	2.8114	2.2815
PIGX	1.4306	1.4541	1.3174	1.5653	1.3516	1.5239	1.4086	2.0972	1.69	0	1.3029	1.2408	1.5299	3.3597	1.1681	1.155	2.0081	1.3755	2.0396	1.4318	1.4274
PAK2	6.4508	4.9749	5.5625	5.7975	6.2212	5.975	5.4143	5.3805	5.1996	5.1037	5.7001	5.1604	5.5102	5.2502	5.6308	6.0246	5.8536	5.8481	5.28	5.6727	5.4181
SENP5	3.2445	3.8124	3.2028	2.8326	3.1669	2.9634	2.5763	2.9179	2.6311	3.778	2.5283	3.4886	2.8567	0	2.9244	3.0637	3.7914	3.2883	4.0265	2.9619	3.4773
NCBP2	7.7571	6.211	6.9982	7.4198	7.5245	6.836	7.2544	6.2308	7.2726	6.0826	7.2802	7.404	7.4144	7.6453	7.241	7.0902	6.1338	7.167	6.2167	7.2372	7.2466
PIGZ	0	1.4541	1.6952	1.3043	0.52947	0.95448	0.86976	0	0.31891	1.3728	1.6785	0	0.1956	2.4938	0.61774	0.69012	1.3284	1.3755	1.1994	0.69367	0.56826
DLG1	4.9782	5.1618	5.1116	5.0694	5.4956	5.5241	5.0319	5.8915	5.2379	5.9216	5.3826	5.2917	5.5819	5.2502	4.9634	5.3091	5.5152	4.8532	5.3732	5.1465	4.8214
BDH1	1.4306	1.4541	1.3174	1.8853	2.1129	1.5239	1.9099	0	2.38	0	2.1048	2.1402	2.1176	2.4938	2.6857	3.0637	2.2565	2.0666	1.737	2.8114	2.2081
RUBCN	1.4306	2.8257	0.80414	1.3043	1.3516	1.8396	1.5512	2.4829	1.2392	2.0634	2.4335	1.8978	1.5299	0	1.978	1.155	2.4683	0	2.435	1.4318	0.97488
FYTTD1	5.1256	3.4018	4.8001	4.8295	4.9917	4.7053	4.6435	3.7506	4.224	3.5025	4.7573	3.0871	4.2035	5.6993	4.9045	5.1248	4.628	5.1409	4.3537	4.9516	4.6655
LRCH3	3.6858	3.2779	3.6935	2.8813	2.8495	3.5874	3.3364	3.6785	2.8199	3.5025	2.9945	2.69	3.1203	2.4938	3.1727	3.3722	3.8379	2.8832	3.7766	3.2695	3.5083
IQCG	1.4306	2.6369	2.6375	2.3685	2.0369	2.1754	2.197	1.8572	1.1615	0.8439	1.3029	1.8978	1.2059	2.4938	2.2179	2.3182	1.8954	1.762	1.8451	1.7291	2.1307
LMLN	2.9602	3.2779	2.8009	2.5604	2.7098	3.1272	2.508	2.0972	2.6311	2.8795	2.332	2.1402	2.6718	2.4938	2.4707	2.7714	3.0451	2.318	3.0001	2.234	2.6577
ENSMMUG00000011029	1.4306	0.90301	0.80414	0.31607	0.52947	1.1193	1.0726	0	1.3829	0	1.9762	0.74987	1.377	0	1.1097	1.2511	0.38102	0.84579	1.1994	1.2565	1.142
ENSMMUG00000032295	4.2965	4.6644	3.851	4.4313	4.5479	4.0422	4.5784	3.8192	3.4456	3.8593	4.2178	3.9368	3.996	4.2876	4.1567	4.5572	4.5464	4.5437	4.0938	4.3319	4.2188
ZNF141	3.482	4.7131	3.9237	4.3981	4.2106	4.4661	4.2838	4.1739	3.8188	4.7245	3.8284	4.1732	3.6405	4.2876	3.931	4.2318	4.5923	4.3876	4.8709	4.0113	4.5513
ENSMMUG00000003990	0	0.90301	1.6952	1.1536	1.2204	1.7419	0.63373	0.7275	0.31891	1.759	0.79382	0.74987	0.1956	0	0.9854	0.9412	1.8356	0	1.1994	1.2565	1.5514
ZNF721	4.8984	6.1236	5.1726	5.2474	5.1711	5.6304	4.9181	5.3576	4.243	5.6057	4.9916	4.3763	4.546	2.4938	4.7411	5.0862	5.7801	4.3316	5.7795	5.0489	5.0061
PIGG	3.8644	5.4757	4.7207	4.4636	4.6406	5.2408	4.6113	5.1863	4.3431	4.7672	4.5242	4.8553	4.5988	3.897	4.0979	4.2552	4.9077	4.1491	4.8451	4.1927	4.2557
ATP5I	8.6782	7.8605	8.6118	8.5203	8.615	8.5233	8.4988	8.1345	8.5399	8.2167	8.6587	8.9479	8.6175	9.06	8.7292	8.6929	8.4678	8.9911	8.3378	8.7762	9.052
PCGF3	2.1346	2.8257	2.242	2.4353	2.4997	2.6225	2.6415	1.8572	1.3128	1.3728	1.0707	1.2408	1.294	2.4938	1.4759	2.2732	2.545	2.5319	2.6289	1.7291	1.142
ENSMMUG00000043696	2.1346	2.1635	2.6375	1.6801	1.0762	1.5239	2.0121	2.3029	1.5137	2.7146	1.9762	3.3018	2.0176	0	2.4937	1.654	2.1622	1.762	3.5073	1.5121	2.2815
CPLX1	1.4306	1.852	1.3174	1.3043	1.0762	0.76842	0.63373	0.7275	1.2392	0	1.835	2.5289	1.9649	0	0.91899	0.9412	0.68214	0.84579	0.33259	1.0569	0.97488
GAK	4.6286	5.0526	4.1827	4.4796	4.575	4.7687	3.8865	5.0502	4.5704	4.8491	4.5695	3.8023	4.7544	3.3597	4.1128	4.4701	4.8857	4.9307	4.6798	4.2524	4.0185
TMEM175	4.1663	4.3319	4.1222	4.0167	4.103	4.252	4.1557	4.4584	3.6154	3.3976	4.0036	3.9996	3.9828	3.3597	3.6633	4.0568	4.7053	2.8832	4.0717	3.955	3.8596
ENSMMUG00000041132	3.6858	4.1317	3.7744	3.4326	3.6471	4.0626	2.6415	4.7672	3.3083	4.635	3.7907	3.73	3.8727	0	3.4328	3.8266	4.6542	3.5064	4.5739	3.8964	4.3441
RNF212	2.1346	1.4541	1.6952	1.6801	3.3662	1.8396	2.3609	0.7275	0.57992	0	1.0707	0.74987	0.1956	0	1.3302	0.69012	0.68214	2.318	1.1994	0.94567	0.31193
ENSMMUG00000020856	2.1346	1.4541	1.3174	1.5653	0.7356	0.30389	1.0726	0	0.80087	0.8439	0.45083	0	0.1956	0	1.4759	1.155	1.1434	0.84579	1.6202	1.2565	0.56826
CTBP1	5.1256	4.8499	5.0802	5.2474	5.0794	5.2585	4.736	5.1062	5.0727	4.9265	5.6483	4.821	5.595	5.6993	5.012	5.2288	5.3162	5.2953	5.1278	5.3675	4.7713
MAEA	5.1256	4.3929	4.8754	4.9487	5.2984	5.1674	4.324	4.3232	4.6002	4.0093	4.7767	4.3281	4.7071	4.2876	4.7169	5.2346	4.7786	4.9679	4.1156	5.3348	4.5513
ENSMMUG00000038497	1.4306	2.8257	1.9944	1.7863	1.2204	1.7419	2.1075	2.9179	2.1176	3.3976	1.5029	2.5289	1.6006	0	2.0103	1.7226	2.345	1.762	2.9034	2.031	2.6577
FAM53A	4.0232	5.0526	4.8001	4.3118	4.1932	4.0422	4.4748	4.0651	3.8807	4.7245	3.9011	3.9996	4.3024	3.3597	4.2132	4.0568	4.164	3.8633	5.2606	4.3208	4.5661
SLBP	2.1346	2.6369	2.9477	1.9779	2.6601	2.6764	3.2554	3.038	2.4139	1.759	2.701	1.8978	2.6718	2.4938	3.0996	2.4043	2.7207	2.8832	2.745	3.1741	2.8631
TMEM129	3.482	3.4018	3.0808	4.0597	4.0068	4.0422	3.8317	3.6785	4.1354	4.3835	4.6134	3.4886	4.2702	4.2876	3.7229	3.7951	3.5889	3.9402	3.5716	3.9113	3.0428
TACC3	0	2.1635	0.80414	1.1536	0.7356	0.95448	1.0726	0.7275	0.45531	1.759	0.79382	1.6064	0.78743	0	0.91899	0.54603	0.68214	1.762	1.1994	0.38813	0.97488
FGFR3	3.2445	4.2682	2.8009	2.7821	2.9768	4.1221	2.8212	2.787	1.2392	2.3145	1.3029	0	1.4554	2.4938	2.1326	1.9685	3.4561	1.762	3.0001	2.1859	1.7713
LETM1	2.1346	2.9927	2.6375	3.1831	2.8932	2.827	2.4363	3.3478	3.3613	2.0634	3.0595	3.3982	3.1908	3.3597	3.0845	2.982	2.6179	2.5319	2.5671	2.9035	2.7118
WHSC1	4.4159	5.531	4.8001	4.8663	4.4779	5.2045	4.675	5.1863	3.9858	4.9637	4.5242	4.468	4.2148	2.4938	4.3265	4.6483	5.3271	4.0133	5.1596	4.5661	4.5513
WHSC2	4.8984	5.3273	5.1116	5.1904	4.8657	5.4409	4.9442	4.6959	4.6365	4.7672	4.9579	4.7126	5.0483	5.4159	4.6209	5.0332	5.4318	4.6845	4.9934	4.9659	4.9396
HAUS3	3.2445	2.9927	2.9477	2.3685	2.4997	2.5665	2.8764	2.4829	1.7965	1.3728	2.7802	2.3476	2.165	0	2.4937	3.141	3.1471	3.0313	2.1278	2.5702	3.0845
MXD4	3.482	2.1635	3.4195	3.7006	3.5412	3.0476	3.7747	2.0972	2.6311	1.759	3.1216	2.69	2.6045	4.5947	3.4796	4.0434	3.3743	4.3876	2.745	3.7877	3.7603
RNF4	5.0538	5.3582	4.9116	5.2474	5.0313	5.5241	5.0915	4.8015	5.3071	5.1689	5.344	4.9538	5.3396	5.6993	5.0159	5.1374	5.2604	5.0741	5.2703	5.1652	4.9509
FAM193A	4.1663	5.3273	5.1726	4.7529	4.8875	5.08	4.6275	5.2121	4.4853	5	4.9408	4.8553	4.7466	0	4.5404	4.9281	5.2547	4.6391	5.2008	4.6394	4.7061
TNIP2	5.1256	4.0583	4.059	4.8903	4.8098	4.0215	4.7655	4.9919	5.4072	4.4894	5.8816	5.1327	5.6036	6.2312	5.0705	5.1685	4.6192	5.4348	4.2786	5.1211	4.8214
SH3BP2	4.2965	3.8124	3.4195	3.3995	3.6724	3.9793	3.1247	4.542	2.8695	4.0788	3.6711	3.4886	3.5717	4.5947	2.5386	3.5899	3.6069	4.3316	2.8525	3.3591	3.24
ADD1	6.5585	5.9518	6.1373	6.5177	6.7589	6.436	6.1339	5.5107	5.4568	5	5.9083	4.8553	5.823	5.063	5.5034	6.4022	6.3944	6.2619	5.3911	5.8873	5.3768
NOP14	6.4785	6.3405	6.4397	6.4786	6.2297	6.1231	6.6598	6.6442	6.9231	7.2254	6.6232	6.6994	6.8543	6.5492	6.4215	5.7524	6.0735	5.9632	6.6593	6.0507	6.2987
MFSD10	7.7684	6.8559	7.0879	7.7421	7.9385	7.2634	7.236	7.3132	7.2017	7.0719	7.3072	6.7911	7.1614	6.3989	6.8854	7.5506	7.1219	6.9516	6.6181	7.2908	6.9241
GRK4	2.9602	2.6369	2.6375	2.7821	2.7098	3.5004	2.3609	2.3029	1.7965	2.5284	2.5283	0.74987	1.6006	0	1.5655	2.2267	2.5819	2.318	1.6202	1.7947	0.78585
HTT	4.0232	4.7602	4.1222	3.9723	3.9664	4.5551	4.1103	4.5008	3.5253	4.8087	3.2383	3.654	3.7061	3.3597	3.8079	4.0026	4.6368	3.782	4.4595	3.523	4.0398
RGS12	3.482	2.8257	3.0808	2.5604	3.2364	3.0476	2.5763	2.3029	1.0794	0.8439	1.6785	0.74987	2.165	2.4938	2.2453	2.9537	3.2877	2.318	2.1278	2.6433	2.1307
LRPAP1	7.6994	7.1402	7.6773	7.9493	8.2302	7.4394	7.8449	6.8793	8.055	7.2406	8.0284	7.8371	8.0457	7.0303	8.0944	8.31	7.5874	7.7352	7.1892	8.1834	7.8168
TMEM128	0	0	1.9944	1.3043	1.4717	2.0985	2.1075	1.5692	1.943	0	1.3029	0.74987	1.4554	0	1.9451	1.4259	2.0613	2.7183	1.6202	2.1361	1.7713
ENSMMUG00000002722	7.0019	6.7197	6.8752	7.2835	7.3822	7.681	6.628	6.4948	6.3448	6.1648	6.8557	6.4966	6.4826	6.5492	6.3238	7.1784	7.2187	6.5218	6.4698	6.8501	6.2583
LYAR	4.6286	3.2779	3.7744	4.2758	4.6406	3.772	3.965	4.9312	5.481	4.7245	5.5158	5.2406	5.6208	6.2312	4.8959	4.22	3.7104	4.5922	4.1156	4.6394	4.6096
ZBTB49	2.6056	3.4018	3.851	2.9742	3.2021	3.4702	2.5763	3.3478	2.4139	3.778	2.7802	2.8349	2.5697	0	2.7251	2.982	3.5522	1.762	3.3693	3.0981	3.0845
NSG1	7.7795	3.8991	5.3935	7.185	7.9771	6.738	5.5134	5.1863	4.0837	2.3145	6.5573	3.73	5.2977	5.5646	4.4074	7.9474	6.4652	6.7633	3.749	6.8655	5.208
ENSMMUG00000020204	4.9782	3.516	3.6935	4.3118	4.3891	3.8207	4.1332	1.8572	4.2336	2.3145	4.1598	3.4886	4.0602	4.5947	4.1639	4.48	3.4361	4.7713	3.2167	4.1305	3.8354
EVC2	1.4306	3.516	3.851	3.2589	3.6214	3.7216	2.8764	3.4378	2.9867	4.2692	3.3975	3.3018	3.4234	3.3597	2.6245	2.982	3.955	3.0313	3.9799	2.9035	2.9557
EVC	2.9602	2.8257	2.242	2.0649	2.7098	3.4393	2.197	1.8572	0.89983	1.3728	2.1048	2.3476	0.78743	0	1.1681	2.2267	2.6872	1.3755	1.6202	1.6603	1.4274
CRMP1	4.2965	3.516	1.9944	1.5653	1.4717	2.7284	1.8	0.7275	0.31891	2.0634	0	0.74987	0.36782	2.4938	0.84937	0.9412	1.6396	2.318	1.8451	0.38813	0.31193
WFS1	5.6488	3.8991	4.1222	5.8165	6.4506	6.4631	4.3824	5.1863	5.4528	5.2005	5.4078	5.1327	5.4201	5.063	4.9426	5.6766	5.7722	5.3243	5.0167	4.9659	4.7585
MAN2B2	2.9602	3.8991	3.7744	3.6732	3.8603	3.53	3.45	2.3029	2.7684	2.3145	2.8552	2.1402	2.9134	0	3.3343	3.6962	3.4361	2.7183	3.0907	3.5612	3.2764
MRFAP1	8.7763	6.9091	7.9496	8.4813	8.6686	7.3756	8.4609	6.1127	8.1219	6.0994	8.2304	7.5103	8.2026	8.3659	8.2316	8.4998	7.0838	8.2401	6.6959	8.3394	7.8654
ENSMMUG00000039566	5.0538	2.6369	4.1827	4.8295	4.7277	3.088	4.9049	2.3029	2.6876	2.7146	3.0595	2.1402	3.096	3.897	3.1727	4.0568	2.9913	3.782	2.6289	3.955	3.1643
S100P	7.263	6.9503	8.4051	7.8098	6.119	6.1279	8.4988	6.8873	9.2277	7.6476	8.7781	9.1025	8.9609	8.7071	8.9467	7.7415	6.635	8.2924	7.7176	8.5841	8.8705
MRFAP1L1	5.3817	4.9345	5.2311	5.3974	5.5648	5.0497	5.2977	3.8847	4.3431	3.778	4.6768	4.2783	4.8877	4.8478	4.6972	5.2109	4.9716	4.4415	4.8581	5.0953	4.6655
ENSMMUG00000045562	1.4306	0	0.80414	1.5653	0.7356	0.95448	0.86976	0	0.80087	0.8439	0.79382	2.3476	0.52165	2.4938	1.6902	1.2511	1.1434	2.318	1.6202	1.2565	1.8699
KIAA0232	5.3817	6.2278	5.5851	5.6921	5.585	5.8398	5.4236	6.099	5.3775	6.1807	5.6271	5.7038	5.6792	3.897	5.5833	5.6327	5.8798	4.8924	5.8264	5.5686	5.4582
TBC1D14	4.6286	4.6644	4.6366	4.2939	4.1215	4.4507	4.0871	4.3697	3.8807	4.2692	4.4535	3.9996	4.1921	2.4938	4.227	3.9463	4.6542	4.2125	4.1581	4.1927	3.7603
7SK.44	0	0	1.3174	0.79477	1.0762	1.2671	0	1.5692	0.57992	0.8439	0	1.2408	0.90396	0	0.61774	1.2511	1.0412	0	1.6202	0.69367	0.56826
TADA2B	3.6858	3.6217	3.6078	4.0167	4.1215	3.7216	3.9903	3.5226	4.0625	4.0093	4.4774	3.4886	4.2261	3.3597	4.2542	4.1594	3.9409	3.9402	3.7766	4.2984	4.0398
SORCS2	1.4306	0.90301	1.3174	0.31607	0.91593	0.95448	0.63373	0.7275	0.99243	0.8439	0.79382	0	0.78743	0	0.9854	1.654	2.0613	2.5319	0.60269	1.0569	0.78585
AFAP1	4.2965	4.1317	2.8009	3.5579	4.1932	3.8678	3.7453	4.1739	3.7408	4.5881	3.9361	3.3018	4.0476	0	2.9906	3.7629	3.8226	4.0133	2.6289	3.2463	2.9999
SH3TC1	5.874	6.2772	6.0906	5.9766	5.9431	6.4123	5.6305	6.0569	5.3818	6.0133	5.8545	5.7594	5.6079	5.936	5.8627	6.0681	6.7305	5.9068	6.5677	6.0063	5.9445
ACOX3	0	1.4541	0.80414	1.6801	1.9568	1.8396	1.6809	1.5692	1.5137	1.759	1.0707	1.2408	1.377	0	1.4289	2.024	2.0613	1.3755	2.1278	2.6073	1.5514
WDR1	4.7243	3.1424	4.1827	4.6995	4.7155	4.0005	4.3824	4.9919	5.3903	4.9265	5.1639	4.9217	5.3188	5.8225	5.2669	5.1121	4.6542	5.6332	4.137	5.1018	4.6517
ZNF518B	5.3817	4.9345	4.4523	4.5864	4.8211	4.639	4.6435	5.0213	4.1755	4.5881	4.9916	4.7858	4.6414	3.3597	4.3644	4.6125	5.1169	4.8532	5.1171	4.8158	4.5807
CLNK	1.4306	4.3319	4.1827	2.7821	0.28889	0.55477	3.7453	4.1205	6.7264	6.9287	4.6134	6.4635	6.1376	3.897	5.2194	1.7226	1.9529	3.0313	4.8055	4.264	4.3946
HS3ST1	3.2445	1.4541	2.4533	0.57519	1.3516	1.4012	1.5512	3.8847	3.8807	3.6919	4.8148	4.0598	4.5638	3.3597	1.978	1.3412	1.6396	2.7183	2.211	1.8575	2.764
ENSMMUG00000046549	0	0	1.6952	0.31607	0	0.55477	0.35139	1.5692	1.5749	0.8439	1.0707	1.2408	1.294	0	0.53146	0.54603	0.93114	0	1.3537	1.2565	2.1307
RAB28	4.1663	3.516	3.6935	4.4636	4.4779	3.53	4.3632	3.2517	4.1656	2.8795	4.1299	3.73	4.0974	3.897	4.3006	4.5191	3.5334	4.3876	3.663	4.2049	4.0185
BOD1L1	6.8825	8.1791	7.5737	7.5908	7.4732	7.7072	7.2254	7.8528	6.8131	7.4188	7.0399	6.6708	6.9059	6.0412	7.035	7.3441	7.8405	6.6186	7.6961	7.1583	7.0345
CPEB2	2.6056	3.8124	3.4195	3.1437	2.3192	2.9194	3.486	2.0972	1.5749	1.759	1.5029	1.2408	1.7326	0	2.0103	2.3182	2.8473	1.762	3.2564	2.031	3.2764
CC2D2A	3.6858	3.516	2.8009	2.6191	3.3027	3.3089	3.1247	1.2088	1.3128	2.8795	1.835	1.8978	1.6681	0	2.3498	2.8654	2.7534	2.7183	2.9525	1.9755	1.8699
FBXL5	5.4945	5.9719	5.3146	5.5561	5.5097	5.6574	5.3376	5.5914	5.2044	5.5819	5.5273	5.046	5.2977	4.2876	5.0933	5.3957	5.6731	5.3806	5.6514	5.0953	5.0801
FAM200B	5.8317	6.1415	6.2262	6.6361	6.4831	5.644	6.4391	5.2867	5.9393	5.5578	5.6377	5.9304	5.8156	5.4159	6.3302	6.0845	5.5941	5.868	6.0059	6.1699	6.0998
BST1	2.6056	1.852	1.3174	1.1536	0.91593	1.2671	1.4086	1.8572	1.2392	0	1.5029	1.2408	0.66065	0	1.2242	1.506	1.0412	2.5319	1.0265	1.4318	1.2917
TAPT1	2.6056	4.3319	3.993	3.465	2.8495	3.2026	3.9903	3.8847	3.556	3.5025	2.7802	3.8711	3.236	2.4938	3.7895	3.495	3.2191	3.5064	4.0717	3.3372	3.3804
LDB2	5.3218	3.8124	3.2028	1.8853	2.6601	3.2026	2.0121	2.3029	1.0794	1.759	0.45083	0.74987	0.90396	0	1.6902	1.7226	2.7207	3.782	2.5671	1.1601	1.9621
QDPR	7.0395	5.2634	6.1063	6.9074	7.0374	5.4641	6.7805	3.8847	6.122	3.6919	5.8636	5.1604	5.9196	6.2312	6.473	6.4435	4.6715	6.4447	4.4595	6.4704	5.6368
LAP3	6.2724	4.2682	5.3935	5.829	5.7545	4.9764	5.9073	6.6251	7.9008	6.7051	7.9167	7.238	7.9173	7.8033	7.4205	7.1692	6.2064	7.2065	6.2759	7.2649	6.6258
MED28	5.7881	4.6644	4.6366	4.2939	4.8436	4.8055	4.6593	4.2751	4.1456	3.5025	4.2178	4.1176	4.2702	4.5947	4.227	4.45	3.969	4.3876	4.0717	4.1557	4.1999
DCAF16	5.194	6.0498	5.6293	5.5025	5.3698	5.6097	5.4049	4.9619	4.0518	4.5396	4.5695	4.4228	4.3442	3.897	4.4725	4.9135	5.2547	4.5922	5.1491	4.6215	4.9953
LCORL	4.5262	5.1263	5.1116	4.5416	4.1756	4.3382	4.9049	4.5008	4.7536	5.5578	4.2178	4.5542	4.6828	0	4.8565	4.2436	4.4095	4.2125	5.0282	4.479	4.784
SLIT2	4.1663	3.1424	2.9477	3.7276	4.3425	4.639	2.2813	2.4829	1.3128	1.3728	2.1048	1.6064	1.7326	0	1.6498	3.0637	3.4561	3.6043	2.9034	2.234	2.2081
PACRGL	2.1346	1.852	0.80414	1.7863	1.6857	1.7419	1.9099	1.2088	1.5137	0.8439	1.5029	0.74987	1.1121	0	1.1681	1.0521	1.4924	0.84579	1.4931	1.2565	1.7713
ENSMMUG00000019963	2.6056	1.852	0	1.6801	2.2536	2.3179	2.0121	1.8572	0.99243	0	1.5029	0.74987	1.294	0	1.4289	1.7881	2.1622	1.3755	1.9456	1.2565	1.5514
PPARGC1A	3.8644	2.8257	2.9477	4.6581	4.4634	4.6525	2.7637	3.038	2.8449	2.5284	3.4946	3.5736	2.9134	0	2.3994	4.3773	3.9122	2.8832	2.211	3.2695	2.3514
DHX15	4.2965	4.5619	3.993	4.1015	3.7217	4.3213	4.4386	4.3697	3.7139	4.7672	3.8652	4.1732	3.7535	3.3597	3.8882	3.6082	4.2467	3.6959	4.6651	3.5035	3.9748
CCDC149	1.4306	2.6369	3.4195	3.4966	3.3027	3.6958	3.2965	4.6959	4.1456	4.7672	3.4946	4.2783	3.901	4.2876	3.9725	3.2143	3.2877	3.1655	3.6027	3.955	3.5973
SEPSECS	2.6056	2.6369	3.2028	3.2954	3.2021	2.9634	3.0783	3.4378	2.7684	2.8795	2.8552	3.1984	3.096	3.3597	2.7055	2.8034	2.6872	1.762	3.0001	3.0451	2.6577
ENSMMUG00000003629	5.2593	5.9107	5.8318	5.6221	4.9917	5.1579	6.0995	5.3805	5.3602	4.8087	5.2498	5.1043	5.6586	5.2502	5.6539	5.6504	5.354	5.6099	5.5271	5.4665	5.2635
ENSMMUG00000040073	1.4306	2.4195	2.9477	1.9779	1.0762	2.0172	2.2813	3.038	1.4498	2.7146	2.6172	2.3476	2.2556	2.4938	1.4759	1.8508	2.9636	0.84579	1.9456	1.3468	2.0489
ZCCHC4	2.1346	1.852	1.6952	1.5653	2.3192	1.7419	2.197	1.8572	1.3829	2.7146	1.835	1.6064	0.66065	2.4938	1.9451	2.024	2.3014	2.0666	1.6202	1.7947	1.9621
ANAPC4	3.8644	5.2303	4.8001	4.1219	3.9664	4.6525	4.3438	4.732	3.7139	4.0788	3.6711	3.9368	3.6572	3.3597	3.6633	4.2552	4.7706	3.8633	4.7785	4.3208	4.0185
SLC34A2	8.6662	10.567	10.292	10.024	8.0823	8.0765	11.063	9.5656	11.107	10.392	10.357	9.9404	10.892	9.8928	10.984	9.4512	9.1305	9.6072	10.45	10.419	10.273
SEL1L3	3.8644	3.1424	3.4195	3.2589	3.1308	2.7284	4.0395	3.4378	3.94	4.0788	3.2934	2.8349	3.8143	0	2.9244	3.3288	3.4158	2.7183	3.474	3.315	3.24
ENSMMUG00000006680	1.4306	0	1.3174	0.98531	1.0762	1.1193	1.6809	0	1.0794	0.8439	0.79382	0.74987	0.66065	2.4938	1.3804	1.0521	0.53942	0.84579	0.83011	1.1601	0.97488
RBPJ	6.3037	6.7665	6.6256	6.8746	6.5899	6.3009	6.8852	5.7046	6.2377	6.0133	6.5174	5.9779	6.3006	6.1393	6.4744	6.6819	6.1614	6.4314	6.2807	6.6954	6.3075
TBC1D19	1.4306	3.1424	3.7744	2.6755	3.4269	3.0476	3.0783	2.3029	2.1976	2.8795	2.4335	2.1402	1.4554	0	2.4937	2.8955	3.0713	2.8832	3.0907	2.8114	2.6014
STIM2	4.6286	4.5077	4.2966	4.2939	4.7155	4.5261	4.0871	4.9919	4.5246	5.07	4.8335	4.6746	4.723	3.3597	4.5293	4.6305	4.6885	4.3876	4.751	4.7092	4.1999
ENSMMUG00000046026	3.2445	3.6217	3.993	3.9032	4.5063	4.4195	3.2131	3.3478	1.3128	2.0634	2.6172	2.3476	2.6718	0	1.7677	3.7299	3.4361	2.0666	1.4931	2.9902	1.5514
ENSMMUG00000042000	3.6858	1.4541	0.80414	0.79477	1.0762	1.2671	1.2503	1.2088	1.0794	0	0.45083	1.6064	0	0	0.61774	0.9412	0.93114	2.7183	1.4931	0.69367	1.2917
ARAP2	4.9782	4.2016	4.1222	4.6995	4.9816	5.0999	4.0395	5.1601	3.3439	4.3275	4.501	3.8023	3.9288	2.4938	3.372	4.7504	5.098	3.1655	4.4424	3.9974	3.8834
C4orf19	3.6858	2.4195	3.851	3.754	3.9458	3.1654	3.6847	4.5008	4.9626	4.0788	4.5242	4.5117	4.8152	4.5947	3.8531	3.679	3.4361	4.0828	3.5073	4.0522	3.5973
RELL1	4.5262	3.6217	3.5167	4.2939	4.4922	4.639	3.45	4.5008	2.9176	2.7146	4.8702	3.3982	3.769	2.4938	2.7634	5.3422	4.7786	4.3316	3.0001	4.1432	3.3119
